OPE ID,School,State,Zip Code,School Type,Dependent Students_Q1,Independent Students_Q1,Quarterly Total_Q1,Dependent Students_Q2,Independent Students_Q2,Quarterly Total_Q2,Dependent Students_Q3,Independent Students_Q3,Quarterly Total_Q3,Dependent Students_Q4,Independent Students_Q4,Quarterly Total_Q4,Dependent Students_Q5,Independent Students_Q5,Quarterly Total_Q5
00210800,WASHINGTON COLLEGE                      ,MD,21620-1197,Private      ,935,39,974,499,29,528,149,21,170,96,8,104,38,9,47
00210900,MCDANIEL COLLEGE                        ,MD,21157-4390,Private      ,"2,354",173,"2,527","1,262",226,"1,488",215,126,341,139,105,244,80,47,127
00465000,CHESAPEAKE COLLEGE                      ,MD,21679-0008,Public       ,267,152,419,455,276,731,164,175,339,103,149,252,32,110,142
00691100,MONTGOMERY COLLEGE                      ,MD,20850-1195,Public       ,"3,449","1,579","5,028","3,293","2,190","5,483","1,400","1,416","2,816","1,351","1,198","2,549",459,679,"1,138"
00730309,LINCOLN COLLEGE OF TECHNOLOGY - COLUMBIA,MD,21046-3201,Proprietary  ,154,132,286,237,230,467,198,208,406,216,217,433,146,139,285
00744700,DEL-MAR-VA BEAUTY ACADEMY               ,MD,21804-0000,Proprietary  ,13,15,28,20,22,42,11,20,31,7,20,27,6,17,23
00817500,HOWARD COMMUNITY COLLEGE                ,MD,21044-3197,Public       ,"1,224",830,"2,054","1,232","1,272","2,504",654,954,"1,608",609,862,"1,471",196,469,665
00826300,AWARD BEAUTY SCHOOL                     ,MD,21740-5624,Proprietary  ,14,9,23,11,13,24,15,90,105,23,78,101,19,48,67
00830800,CECIL COLLEGE                           ,MD,21901-1999,Public       ,243,166,409,255,280,535,170,246,416,122,220,342,29,96,125
01001400,GARRETT COMMUNITY COLLEGE               ,MD,21541-1265,Public       ,128,38,166,181,55,236,90,48,138,76,33,109,26,19,45
01031900,FORTIS INSTITUTE                        ,MD,21204-2538,Proprietary  ,99,403,502,123,753,876,150,647,797,179,609,788,116,387,503
01164400,UNIVERSITY OF MARYLAND GLOBAL CAMPUS    ,MD,20783-8078,Public       ,"1,220","8,809","10,029","1,390","14,407","15,797",963,"14,375","15,338",888,"15,805","16,693",321,"6,603","6,924"
01164404,U OF MD UNIVERSITY COLLEGE - ASIA       ,MD,31207-0000,Public       ,49,34,83,31,54,85,10,58,68,12,54,66,5,27,32
02073900,WOR-WIC COMMUNITY COLLEGE               ,MD,21804-0000,Public       ,372,478,850,520,532,"1,052",213,442,655,208,420,628,75,246,321
02155100,MARYLAND COLLEGE OF ART AND DESIGN      ,MD,20902-0000,Private      ,110,36,146,63,43,106,24,30,54,17,25,42,12,13,25
02269700,AVEDA INSTITUTE MARYLAND                ,MD,21014-3639,Proprietary  ,30,44,74,36,56,92,31,55,86,25,57,82,19,29,48
02331000,MARYLAND BEAUTY ACADEMY OF ESSEX        ,MD,21224-2148,Proprietary  ,9,22,31,12,31,43,8,28,36,11,34,45,10,20,30
02333000,HAIR ACADEMY                            ,MD,20784-0000,Proprietary  ,7,14,21,10,27,37,27,83,110,45,97,142,12,56,68
02343800,MONTGOMERY BEAUTY SCHOOL                ,MD,20901-0000,Proprietary  ,25,15,40,25,36,61,53,156,209,45,116,161,19,82,101
02494700,BALTIMORE STUDIO OF HAIR DESIGN         ,MD,21201-0000,Proprietary  ,15,26,41,20,51,71,8,31,39,12,36,48,6,28,34
02495000,ROBERT PAUL ACADEMY OF COSMETOLOGY ARTS ,MD,21093-5150,Proprietary  ,5,2,7,5,9,14,1,2,3,3,4,7,0,0,0
02545400,NORTH AMERICAN TRADE SCHOOLS            ,MD,21244-0069,Proprietary  ,54,94,148,84,157,241,50,160,210,51,176,227,39,144,183
02578400,MARYLAND UNIVERSITY OF INTEGRATIVE HEALT,MD,20723-6010,Private      ,18,111,129,9,222,231,8,168,176,4,187,191,7,80,87
03027200,BLADES SCHOOL OF HAIR DESIGN            ,MD,20619-0226,Proprietary  ,3,9,12,6,12,18,8,13,21,6,17,23,3,6,9
03100700,CARROLL COMMUNITY COLLEGE               ,MD,21157-6913,Public       ,293,114,407,432,298,730,196,215,411,140,183,323,33,73,106
03296300,CORTIVA INSTITUTE - BALTIMORE           ,MD,21090-2261,Proprietary  ,9,23,32,24,67,91,21,107,128,12,78,90,14,62,76
03327300,HAIR ACADEMY II                         ,MD,20748-1401,Proprietary  ,7,7,14,7,48,55,32,113,145,25,91,116,13,65,78
03493300,ALL-STATE CAREER SCHOOL                 ,MD,21224-6614,Proprietary  ,73,215,288,,,,143,630,773,140,647,787,121,486,607
03667300,FAITH THEOLOGICAL SEMINARY              ,MD,21212-2624,Private      ,1,5,6,5,10,15,0,0,0,0,0,0,0,0,0
03937300,YESHIVA COLLEGE OF THE NATION'S CAPITAL ,MD,20902-1700,Private      ,0,1,1,5,5,10,10,6,16,13,3,16,0,0,0
03965500,HAIR EXPRESSIONS ACADEMY                ,MD,20852-1729,Proprietary  ,21,21,42,33,55,88,18,35,53,14,44,58,14,17,31
04141600,OMEGA STUDIOS' SCHOOL OF APPLIED RECORDI,MD,20852-1731,Proprietary  ,7,5,12,14,15,29,12,16,28,4,15,19,5,4,9
04151800,TEMPLE (THE): A PAUL MITCHELL PARTNER SC,MD,21701-5409,Proprietary  ,47,29,76,83,88,171,117,96,213,70,46,116,28,38,66
04168900,HOLISTIC MASSAGE TRAINING INSTITUTE     ,MD,21218-4220,Proprietary  ,4,18,22,5,32,37,6,33,39,5,35,40,0,12,12
04188400,BAIS HAMEDRASH AND MESIVTA OF BALTIMORE ,MD,21209-1613,Private      ,6,0,6,45,4,49,7,2,9,3,3,6,0,1,1
04204000,ASPEN BEAUTY ACADEMY - LAUREL           ,MD,20724-2013,Proprietary  ,13,18,31,23,30,53,13,48,61,18,41,59,9,18,27
04209600,INSTITUTE OF HEALTH SCIENCES            ,MD,21031-1408,Proprietary  ,12,35,47,6,52,58,11,66,77,4,70,74,6,15,21
04265200,WOMEN'S INSTITUTE OF TORAH SEMINARY & CO,MD,21215-3009,Private      ,29,1,30,92,8,100,15,2,17,8,3,11,5,2,7
04266900,SANS TECHNOLOGY INSTITUTE               ,MD,20852-0000,Proprietary  ,5,36,41,4,34,38,3,32,35,5,25,30,3,22,25
00211400,AMERICAN INTERNATIONAL COLLEGE          ,MA,01109-3189,Private      ,718,209,927,806,390,"1,196",396,411,807,160,291,451,59,125,184
00211500,AMHERST COLLEGE                         ,MA,01002-5000,Private      ,"4,272",136,"4,408","1,278",138,"1,416",201,71,272,99,59,158,115,33,148
00211700,ANNA MARIA COLLEGE                      ,MA,01612-1198,Private      ,543,146,689,538,158,696,220,110,330,82,78,160,27,43,70
00211800,ASSUMPTION COLLEGE                      ,MA,01615-1294,Private      ,"2,348",136,"2,484","1,233",192,"1,425",357,153,510,118,83,201,90,58,148
00212000,MERRIMACK COLLEGE                       ,MA,01845-5800,Private      ,"5,205",273,"5,478","2,584",395,"2,979","1,041",448,"1,489",345,292,637,219,181,400
00212100,BABSON COLLEGE                          ,MA,02457-0310,Private      ,"2,972",96,"3,068",807,89,896,279,95,374,93,64,157,111,29,140
00212200,BAY PATH UNIVERSITY                     ,MA,01106-2212,Private      ,462,441,903,292,"1,014","1,306",165,846,"1,011",46,453,499,24,220,244
00212400,BENTLEY UNIVERSITY                      ,MA,02452-4705,Private      ,"4,995",151,"5,146","1,885",187,"2,072",612,143,755,186,96,282,177,62,239
00212600,BERKLEE COLLEGE OF MUSIC                ,MA,02215-3693,Private      ,"4,355",657,"5,012","1,692",969,"2,661",830,534,"1,364",417,475,892,231,254,485
00212800,BOSTON COLLEGE                          ,MA,02467-3800,Private      ,"22,699","1,610","24,309","5,547","2,840","8,387",724,915,"1,639",441,384,825,592,211,803
00213000,BOSTON UNIVERSITY                       ,MA,02215-1789,Private      ,"45,137","4,828","49,965","11,701","7,199","18,900","2,093","2,920","5,013",993,"1,525","2,518","1,365",714,"2,079"
00213300,BRANDEIS UNIVERSITY                     ,MA,02453-2728,Private      ,"4,283",250,"4,533","1,492",345,"1,837",187,182,369,85,122,207,124,71,195
00213900,CLARK UNIVERSITY                        ,MA,01610-1473,Private      ,"3,900",186,"4,086","1,583",196,"1,779",300,104,404,112,85,197,100,50,150
00214000,ELMS COLLEGE                            ,MA,01013-2839,Private      ,480,137,617,422,279,701,188,243,431,82,155,237,31,66,97
00214100,COLLEGE OF THE HOLY CROSS               ,MA,01610-2395,Private      ,"4,571",88,"4,659",803,64,867,233,48,281,114,40,154,115,36,151
00214300,CURRY COLLEGE                           ,MA,02186-2395,Private      ,"1,841",175,"2,016","1,369",225,"1,594",380,221,601,101,134,235,64,69,133
00214400,DEAN COLLEGE                            ,MA,02038-1994,Private      ,"1,421",82,"1,503",913,80,993,251,51,302,81,37,118,57,24,81
00214500,EASTERN NAZARENE COLLEGE                ,MA,02170-2999,Private      ,207,28,235,121,52,173,93,39,132,57,60,117,15,22,37
00214600,EMERSON COLLEGE                         ,MA,02116-4624,Private      ,"6,463",704,"7,167","2,606","1,499","4,105",611,601,"1,212",205,228,433,205,155,360
00214700,EMMANUEL COLLEGE                        ,MA,02115-5798,Private      ,"2,675",103,"2,778","1,529",98,"1,627",320,74,394,87,39,126,95,24,119
00214800,ENDICOTT COLLEGE                        ,MA,01915-2098,Private      ,"4,799",186,"4,985","1,438",286,"1,724",694,356,"1,050",98,217,315,119,91,210
00215000,FISHER COLLEGE                          ,MA,02116-1500,Private      ,596,169,765,578,196,774,299,297,596,90,214,304,59,92,151
00215100,BENJAMIN FRANKLIN INSTITUTE OF TECH     ,MA,02116-6296,Private      ,170,62,232,163,95,258,162,209,371,65,115,180,35,53,88
00215300,GORDON COLLEGE                          ,MA,01984-1899,Private      ,845,33,878,557,50,607,201,50,251,43,29,72,46,17,63
00215400,HELLENIC COLLEGE                        ,MA,02445-7496,Private      ,16,7,23,12,19,31,9,37,46,6,28,34,3,8,11
00215500,HARVARD UNIVERSITY                      ,MA,02138-3800,Private      ,"8,892",512,"9,404","1,727",436,"2,163",263,230,493,249,214,463,267,140,407
00215501,AMRCN REPERTORY THTR INST ADV THTR      ,MA,02138-0000,Private      ,1,1,2,1,3,4,1,3,4,3,1,4,0,4,4
00215502,HARVARD BUSINESS SCHOOL                 ,MA,02163-0000,Private      ,654,300,954,157,429,586,56,655,711,65,251,316,40,123,163
00215503,HARVARD EXTENSION SCHOOL                ,MA,02138-0000,Private      ,28,375,403,21,704,725,21,552,573,10,494,504,5,291,296
00215504,HARVARD SCH OF DENTAL MEDICINE          ,MA,02115-0000,Private      ,75,99,174,11,71,82,9,61,70,6,8,14,8,4,12
00215505,HARVARD UNIV GRAD SCH DESIGN            ,MA,02138-0000,Private      ,28,149,177,10,416,426,7,133,140,5,49,54,5,11,16
00215506,HARVARD UNIVERSITY - HARVARD DIVINITY SC,MA,02138-1994,Private      ,564,114,678,121,333,454,26,101,127,41,40,81,29,26,55
00215507,HARVARD UNIV GRAD SCH ED                ,MA,02138-0000,Private      ,12,177,189,8,564,572,2,85,87,3,58,61,0,32,32
00215508,HARVARD UNIV GRAD S OF ARTS & SCIEN     ,MA,02138-0000,Private      ,180,373,553,44,332,376,17,92,109,11,82,93,9,50,59
00215509,HARVARD KENNEDY SCHOOL                  ,MA,02138-0000,Private      ,16,259,275,8,495,503,6,94,100,5,89,94,3,15,18
00215510,HARVARD LAW SCHOOL                      ,MA,02138-0000,Private      ,355,"1,043","1,398",88,"1,615","1,703",35,734,769,45,142,187,31,58,89
00215511,HARVARD UNIV MEDICAL SCHOOL             ,MA,02115-0000,Private      ,432,254,686,124,481,605,45,303,348,52,88,140,26,26,52
00215512,HARVARD UNIV SCHL OF PUBLIC HEALTH      ,MA,02115-6096,Private      ,41,397,438,13,425,438,7,79,86,4,48,52,9,29,38
00215513,HARVARD UNIVERSITY-HARVARD COLLEGE      ,MA,02138-0000,Private      ,"15,781",671,"16,452","4,738",580,"5,318","1,365",347,"1,712",527,195,722,458,130,588
00215700,HEBREW COLLEGE                          ,MA,02459-2237,Private      ,0,4,4,0,42,42,,,,,,,,,
00215800,LASELL UNIVERSITY                       ,MA,02466-2716,Private      ,"1,512",116,"1,628",704,139,843,244,135,379,118,81,199,59,53,112
00216000,LESLEY UNIVERSITY                       ,MA,02138-2790,Private      ,"1,034",299,"1,333",792,769,"1,561",314,470,784,82,237,319,49,106,155
00216100,UMASS LOWELL                            ,MA,01854-3089,Public       ,"8,339","1,055","9,394","5,180","1,702","6,882","1,518","1,330","2,848",530,843,"1,373",384,432,816
00216400,NEW ENGLAND COLLEGE OF OPTOMETRY        ,MA,02115-1129,Private      ,12,100,112,7,267,274,5,87,92,1,18,19,2,8,10
00216500,MCPHS UNIVERSITY                        ,MA,02115-5804,Private      ,"2,574",812,"3,386","1,484","1,543","3,027",499,805,"1,304",173,399,572,114,196,310
00216700,BERKSHIRE COMMUNITY COLLEGE             ,MA,01201-5786,Public       ,116,149,265,195,268,463,144,267,411,89,346,435,46,187,233
00216800,CAPE COD COMMUNITY COLLEGE              ,MA,02668-1599,Public       ,202,223,425,271,414,685,285,463,748,215,649,864,74,377,451
00216900,GREENFIELD COMMUNITY COLLEGE            ,MA,01301-9739,Public       ,101,134,235,139,240,379,150,305,455,113,355,468,29,212,241
00217000,HOLYOKE COMMUNITY COLLEGE               ,MA,01040-1099,Public       ,501,420,921,627,653,"1,280",621,724,"1,345",335,910,"1,245",97,464,561
00217100,MASSACHUSETTS BAY COMMUNITY COLLEGE     ,MA,02181-0000,Public       ,387,316,703,438,431,869,541,711,"1,252",317,"1,042","1,359",96,588,684
00217200,MOUNT WACHUSETT COMMUNITY COLLEGE       ,MA,01440-1000,Public       ,269,433,702,347,626,973,450,682,"1,132",226,764,990,69,494,563
00217300,NORTH SHORE COMMUNITY COLLEGE           ,MA,01923-4093,Public       ,461,498,959,490,660,"1,150",554,882,"1,436",340,"1,028","1,368",124,571,695
00217400,NORTHERN ESSEX COMMUNITY COLLEGE        ,MA,01830-2399,Public       ,475,322,797,549,496,"1,045",621,663,"1,284",473,867,"1,340",123,400,523
00217500,QUINSIGAMOND COMMUNITY COLLEGE          ,MA,01606-2092,Public       ,685,827,"1,512","1,034","1,550","2,584",763,"1,151","1,914",556,"1,322","1,878",152,767,919
00217600,BRISTOL COMMUNITY COLLEGE               ,MA,02720-7399,Public       ,639,638,"1,277",766,"1,008","1,774",792,"1,210","2,002",525,"1,674","2,199",129,763,892
00217700,MASSASOIT COMMUNITY COLLEGE             ,MA,02302-3996,Public       ,485,469,954,683,705,"1,388",673,895,"1,568",444,"1,140","1,584",115,530,645
00217800,MASSACHUSETTS INST OF TECHNOLOGY        ,MA,02139-4307,Private      ,"21,401","1,163","22,564","4,028","1,203","5,231",668,516,"1,184",590,403,993,534,292,826
00218000,MASSACHUSETTS COLLEGE OF ART AND DESIGN ,MA,02115-5803,Public       ,"2,267",165,"2,432","1,319",264,"1,583",292,130,422,111,86,197,107,46,153
00218100,MASSACHUSETTS MARITIME ACADEMY          ,MA,02532-3400,Public       ,741,37,778,595,51,646,288,38,326,72,24,96,27,15,42
00218300,BRIDGEWATER STATE UNIVERSITY            ,MA,02325-0001,Public       ,"4,979",698,"5,677","4,083","1,169","5,252","1,583",873,"2,456",557,521,"1,078",287,238,525
00218400,FITCHBURG STATE UNIVERSITY              ,MA,01420-2697,Public       ,"2,174",402,"2,576","1,403",713,"2,116",644,641,"1,285",210,441,651,115,228,343
00218500,FRAMINGHAM STATE UNIVERSITY             ,MA,01702-2471,Public       ,"2,379",285,"2,664","2,167",560,"2,727",449,236,685,175,201,376,105,95,200
00218700,MASSACHUSETTS CLG OF LIBERAL ARTS       ,MA,01247-4100,Public       ,827,135,962,400,100,500,130,70,200,56,57,113,25,29,54
00218800,SALEM STATE UNIVERSITY                  ,MA,01970-5353,Public       ,"3,727",721,"4,448","2,201",971,"3,172","1,005",742,"1,747",329,435,764,215,214,429
00218900,WESTFIELD STATE UNIVERSITY              ,MA,01086-1630,Public       ,"2,986",418,"3,404","2,374",624,"2,998",642,389,"1,031",212,233,445,99,125,224
00219000,WORCESTER STATE UNIVERSITY              ,MA,01602-2597,Public       ,"2,806",398,"3,204","2,215",734,"2,949","1,002",588,"1,590",328,352,680,139,159,298
00219200,MOUNT HOLYOKE COLLEGE                   ,MA,01075-1492,Private      ,"2,139",79,"2,218","1,063",133,"1,196",90,76,166,60,27,87,54,13,67
00219400,NEW ENGLAND CONSERVATORY OF MUSIC       ,MA,02115-5018,Private      ,528,93,621,200,292,492,77,86,163,18,14,32,26,9,35
00219700,NICHOLS COLLEGE                         ,MA,01571-6346,Private      ,809,47,856,550,78,628,312,88,400,96,58,154,41,22,63
00219900,NORTHEASTERN UNIVERSITY                 ,MA,02115-5000,Private      ,"42,086","2,592","44,678","9,331","4,205","13,536","2,496","2,175","4,671","1,174","1,410","2,584","1,343",734,"2,077"
00220500,QUINCY COLLEGE                          ,MA,02169-4339,Public       ,174,336,510,241,494,735,282,659,941,186,601,787,81,309,390
00220600,REGIS COLLEGE                           ,MA,02193-0000,Private      ,"1,091",434,"1,525",619,896,"1,515",247,662,909,82,450,532,63,191,254
00220800,SIMMONS UNIVERSITY                      ,MA,02115-5898,Private      ,"2,073",818,"2,891",956,"1,849","2,805",280,988,"1,268",90,701,791,83,347,430
00220900,SMITH COLLEGE                           ,MA,01063-2936,Private      ,"3,181",127,"3,308","1,221",163,"1,384",236,44,280,88,28,116,92,23,115
00220901,"SMITH COLLEGE, SCH FOR SOCIAL WORK      ",MA,01063-0000,Private      ,12,136,148,7,294,301,0,29,29,0,20,20,1,13,14
00221000,UNIV OF MASSACHUSETTS-DARTMOUTH         ,MA,02747-2300,Public       ,"5,637",793,"6,430","3,312","1,206","4,518","1,145",745,"1,890",427,460,887,238,169,407
00221100,SPRINGFIELD COLLEGE                     ,MA,01109-3797,Private      ,"2,591",426,"3,017","1,277",759,"2,036",459,609,"1,068",149,355,504,76,125,201
00221400,ST JOHN'S SEMINARY                      ,MA,02135-8839,Private      ,0,3,3,1,13,14,0,4,4,0,2,2,0,0,0
00221700,STONEHILL COLLEGE                       ,MA,02357-6110,Private      ,"4,266",100,"4,366","1,568",68,"1,636",520,56,576,170,42,212,121,18,139
00221800,SUFFOLK UNIVERSITY                      ,MA,02108-2770,Private      ,"4,860",700,"5,560","2,502","1,481","3,983","1,105",750,"1,855",218,227,445,191,120,311
00221900,TUFTS UNIVERSITY                        ,MA,02155-5808,Private      ,"12,620",691,"13,311","3,088","1,041","4,129",762,390,"1,152",179,248,427,277,99,376
00221901,TUFTS UNIV SCH OF DENTAL MEDICINE       ,MA,02111-0000,Private      ,49,272,321,17,747,764,6,196,202,3,51,54,1,24,25
00221902,TUFTS UNIVERSITY - CUMMINGS SCHOOL OF VE,MA,01536-0000,Private      ,38,613,651,11,226,237,4,28,32,3,13,16,2,1,3
00221904,TUFTS UNIV SCHOOL OF MEDICINE           ,MA,02111-0000,Private      ,189,592,781,52,"1,223","1,275",12,290,302,16,159,175,16,85,101
00222100,UNIV OF MASSACHUSETTS-AMHERST           ,MA,01003-0000,Public       ,"30,282","1,820","32,102","12,591","2,389","14,980","3,275","1,303","4,578","1,237",752,"1,989","1,049",397,"1,446"
00222200,UNIV OF MASSACHUSETTS-BOSTON            ,MA,02125-3393,Public       ,"10,856","2,013","12,869","6,110","2,408","8,518","2,733","1,999","4,732",676,"1,022","1,698",482,486,968
00222400,WELLESLEY COLLEGE                       ,MA,02481-8203,Private      ,"3,198",81,"3,279","1,199",72,"1,271",104,37,141,67,28,95,66,20,86
00222500,WENTWORTH INSTITUTE OF TECHNOLOGY       ,MA,02115-5998,Private      ,"3,874",206,"4,080","1,528",198,"1,726",642,142,784,188,89,277,163,52,215
00222600,WESTERN NEW ENGLAND UNIVERSITY          ,MA,01119-2654,Private      ,"2,528",261,"2,789","1,616",430,"2,046",585,303,888,204,217,421,128,52,180
00222700,WHEATON COLLEGE                         ,MA,02766-2322,Private      ,"2,108",55,"2,163",927,39,966,234,21,255,88,21,109,46,13,59
00222900,WILLIAMS COLLEGE                        ,MA,01267-2600,Private      ,"3,342",85,"3,427",839,110,949,162,38,200,72,18,90,60,11,71
00223300,WORCESTER POLYTECHNIC INSTITUTE         ,MA,01609-2280,Private      ,"7,885",186,"8,071","2,396",233,"2,629",457,139,596,197,97,294,238,50,288
00267104,BARD COLLEGE - LONGY SCHOOL OF MUSIC    ,MA,02138-3599,Private      ,26,28,54,14,72,86,6,32,38,3,18,21,2,11,13
00267122,BARD COLLEGE - SIMON'S ROCK             ,MA,01230-1978,Private      ,64,5,69,98,5,103,58,9,67,34,2,36,8,0,8
00396500,BAY STATE COLLEGE                       ,MA,02116-4101,Proprietary  ,103,109,212,88,152,240,48,124,172,12,72,84,14,46,60
00396600,BOSTON ARCHITECTURAL COLLEGE            ,MA,02115-2795,Private      ,235,109,344,63,160,223,37,153,190,26,101,127,16,63,79
00466100,HAMPSHIRE COLLEGE                       ,MA,01002-3359,Private      ,749,52,801,361,53,414,132,34,166,56,22,78,39,14,53
00466900,UPPER CAPE COD REGIONAL VOC TECH        ,MA,02532-3310,Public       ,3,7,10,9,25,34,14,49,63,2,19,21,0,12,12
00527900,GREATER LOWELL REGNL VOC TECH SCH       ,MA,01879-0000,Public       ,4,12,16,6,34,40,8,50,58,7,18,25,1,6,7
00551900,DIMAN REGIONAL VOC TECH INST            ,MA,02723-3519,Public       ,8,20,28,10,34,44,11,45,56,10,23,33,,,
00552300,BLUE HILLS REGIONAL VOC TECH            ,MA,02021-1398,Public       ,4,19,23,11,31,42,7,39,46,3,32,35,1,15,16
00555700,MCCANN TECHNICAL SCHOOL                 ,MA,01247-0000,Public       ,1,9,10,4,12,16,6,14,20,6,7,13,3,11,14
00613600,NATIONAL AVIATION ACADEMY - NEW ENGLAND ,MA,01730-2620,Proprietary  ,56,58,114,34,39,73,24,38,62,16,34,50,25,32,57
00632200,BROCKTON HOSPITAL SCH OF NURSING        ,MA,02302-0000,Private      ,47,64,111,33,109,142,39,136,175,12,56,68,4,26,30
00632400,LABOURE COLLEGE OF HEALTHCARE           ,MA,02126-4253,Private      ,49,297,346,40,535,575,35,445,480,10,121,131,4,66,70
00633100,LAWRENCE MEM HOSPITAL SCH OF NRSNG      ,MA,02155-1643,Private      ,15,56,71,11,95,106,24,104,128,6,26,32,2,26,28
00635200,BAYSTATE MEDICAL CENTER                 ,MA,01199-0001,Private      ,13,16,29,14,21,35,4,26,30,3,22,25,0,18,18
00807800,SPRINGFIELD TECHNICAL COMMUNITY CLG     ,MA,01105-0000,Public       ,748,620,"1,368",738,802,"1,540",758,912,"1,670",506,"1,368","1,874",110,611,721
00891600,NEW ENGLAND LAW BOSTON                  ,MA,02116-5687,Private      ,23,294,317,11,788,799,3,442,445,4,133,137,0,19,19
00974700,GORDON-CONWELL THEOLOGICAL SEMINARY     ,MA,01982-0000,Private      ,0,22,22,3,88,91,0,51,51,0,62,62,0,24,24
00975600,UMASS CHAN MEDICAL SCHOOL               ,MA,01655-0000,Public       ,43,206,249,30,581,611,9,306,315,11,83,94,8,31,39
00989900,LOWELL ACADEMY HAIRSTYLING INST         ,MA,01852-1909,Proprietary  ,4,5,9,9,12,21,4,21,25,15,29,44,4,16,20
00993600,MIDDLESEX COMMUNITY COLLEGE             ,MA,01730-1197,Public       ,305,192,497,347,352,699,373,445,818,196,761,957,87,388,475
00993602,"MIDDLESEX COMMUNITY COLLEGE, LOWELL     ",MA,01852-0000,Public       ,435,291,726,522,506,"1,028",498,631,"1,129",260,779,"1,039",108,401,509
01121000,BUNKER HILL COMMUNITY COLLEGE           ,MA,02129-2991,Public       ,981,787,"1,768","1,152","1,515","2,667","1,376","2,080","3,456",748,"1,976","2,724",258,"1,017","1,275"
01193000,ROXBURY COMMUNITY COLLEGE               ,MA,02120-3400,Public       ,176,193,369,186,320,506,279,763,"1,042",172,663,835,68,354,422
01218700,BLACKSTONE VALLEY VOCATIONAL REGIONAL SC,MA,01568-1499,Public       ,4,5,9,6,26,32,3,26,29,2,16,18,1,9,10
01238600,SOUTHEASTERN TECHNICAL INSTITUTE        ,MA,02375-1780,Public       ,17,30,47,26,46,72,26,72,98,13,38,51,8,20,28
01246115,LINCOLN TECHNICAL INSTITUTE - SOMERVILLE,MA,02145-1102,Proprietary  ,28,49,77,91,140,231,12,35,47,7,27,34,0,8,8
01288100,MONTACHUSETT REG VOC TECH SCH           ,MA,01420-4649,Public       ,7,13,20,6,28,34,8,32,40,2,9,11,2,12,14
01294800,ROB ROY ACADEMY                         ,MA,02721-5330,Proprietary  ,9,12,21,17,22,39,16,32,48,13,27,40,12,13,25
02063000,MONTSERRAT COLLEGE OF ART               ,MA,01915-0000,Private      ,280,15,295,189,21,210,62,12,74,19,6,25,20,7,27
02092100,MASSACHUSETTS SCHOOL OF BARBERING       ,MA,02169-5058,Proprietary  ,2,9,11,1,16,17,7,31,38,6,38,44,6,22,28
02122000,NEW ENGLAND HAIR ACADEMY                ,MA,02148-5118,Proprietary  ,3,22,25,10,41,51,16,42,58,17,37,54,14,25,39
02137000,ROB ROY ACADEMY                         ,MA,02780-0000,Proprietary  ,3,6,9,1,11,12,12,10,22,6,9,15,3,7,10
02163600,WILLIAM JAMES COLLEGE                   ,MA,02459-3211,Private      ,8,266,274,4,378,382,1,241,242,1,100,101,2,76,78
02169900,ASSABET VALLEY REGIONAL VOC SCHOOL      ,MA,01752-0000,Public       ,5,10,15,3,25,28,9,52,61,3,24,27,0,8,8
02181600,ROB ROY ACADEMY                         ,MA,01609-0000,Proprietary  ,8,19,27,19,20,39,13,26,39,10,25,35,13,22,35
02182900,CAMBRIDGE COLLEGE                       ,MA,02129-1647,Private      ,196,231,427,82,509,591,69,595,664,51,570,621,37,249,286
02197900,NORTH BENNET STREET SCHOOL              ,MA,02109-0000,Private      ,17,20,37,30,58,88,13,35,48,4,21,25,3,15,18
02219501,MILDRED ELLEY - PITTSFIELD              ,MA,01201-5300,Proprietary  ,1,12,13,12,66,78,5,51,56,2,40,42,1,14,15
02220400,CATHERINE HINDS INST OF ESTHETICS       ,MA,01801-0000,Proprietary  ,32,39,71,43,83,126,52,80,132,43,77,120,29,40,69
02231600,MGH INSTITUTE OF HEALTH PROFESSION      ,MA,02129-0000,Private      ,64,431,495,42,591,633,22,358,380,15,169,184,12,95,107
02274300,CONWAY SCHOOL OF LANDSCAPE DESIGN       ,MA,01060-3687,Private      ,1,5,6,0,4,4,0,8,8,0,2,2,0,1,1
02337400,BANCROFT SCHOOL OF MASSAGE THERAPY      ,MA,01604-4614,Proprietary  ,2,10,12,4,16,20,7,15,22,4,27,31,1,10,11
02339400,ROB ROY ACADEMY                         ,MA,02746-0000,Proprietary  ,6,11,17,8,8,16,3,10,13,3,14,17,3,4,7
02523900,ELIZABETH GRADY SCHOOL OF ESTHETICS     ,MA,02155-0000,Proprietary  ,14,32,46,29,95,124,9,42,51,0,0,0,0,0,0
03104000,SHAWSHEEN VALLEY SCHOOL OF PRACTICAL NUR,MA,01821-5499,Public       ,4,9,13,2,12,14,3,34,37,0,18,18,0,4,4
03115200,MOTORING TECHNICAL TRAINING INST        ,MA,02771-5933,Proprietary  ,58,50,108,52,59,111,92,81,173,71,67,138,38,53,91
03130500,URBAN COLLEGE OF BOSTON                 ,MA,02111-0000,Private      ,15,57,72,19,115,134,30,211,241,7,173,180,12,72,84
03194300,BOSTON GRAD SCH OF PSYCHOANALYSIS       ,MA,02446-4602,Private      ,2,6,8,1,16,17,1,24,25,1,16,17,0,2,2
03235300,MASSACHUSETTS SCHOOL OF LAW             ,MA,01810-1094,Private      ,7,60,67,3,103,106,3,111,114,3,64,67,1,23,24
